symbol,DATE,TIME_M,EX,TR_SCOND,SIZE,PRICE
ALG,20140304,15:59:32.138,N,I,25,55.35
ALG,20140304,15:59:36.866,D,@,100,55.35
ALG,20140304,15:59:40.019,N,F,100,55.66
ALG,20140304,15:59:40.116,D,@,100,55.3701
ALG,20140304,15:59:50.124,N,I,4,55.39
ALG,20140304,15:59:52.739,N,F I,89,55.36
ALG,20140304,15:59:52.739,N,F I,12,55.35
ALG,20140304,15:59:55.386,N,I,1,55.65
ALG,20140304,15:59:58.524,Y,I,3,55.35
ALG,20140304,15:59:59.034,Z,F I,3,55.68
ALG,20140304,16:00:00.717,P,M,100,55.3701
ALG,20140304,16:00:03.338,P,FT,100,48.44
ALG,20140304,16:00:03.757,T,M,99,55.39
ALG,20140304,16:01:49.534,N,6,10387,55.52
ALG,20140304,16:27:54.698,D,TB,558,55.52
