symbol,DATE,TIME_M,EX,TR_SCOND,SIZE,PRICE
ACW,20140304,12:38:20.842,Z,F,100,4.91
ACW,20140304,12:38:20.842,N,F,300,4.91
ACW,20140304,12:38:20.843,T,F,100,4.91
ACW,20140304,12:38:20.847,N,F,300,4.92
ACW,20140304,12:38:20.848,T,F I,50,4.92
ACW,20140304,12:38:20.848,T,F I,50,4.92
ACW,20140304,12:38:20.907,D,F,100,4.92
ACW,20140304,12:38:20.916,N,F,100,4.92
ACW,20140304,12:38:20.933,N,F,100,4.91
ACW,20140304,12:38:20.940,J,F I,78,4.9
ACW,20140304,12:38:21.166,D,@,100,4.9
ACW,20140304,12:38:21.168,D,@,100,4.9
ACW,20140304,12:38:21.169,D,@,100,4.9
ACW,20140304,12:38:21.171,D,@,100,4.9
ACW,20140304,12:38:21.172,D,@,100,4.9
ACW,20140304,12:38:40.860,N,@,100,4.92
ACW,20140304,12:38:40.862,N,@,300,4.92
ACW,20140304,12:38:40.863,T,@,100,4.92
ACW,20140304,12:38:40.866,D,@,100,4.92
ACW,20140304,12:38:40.867,D,@,100,4.92
ACW,20140304,12:38:40.870,D,@,100,4.92
ACW,20140304,12:38:40.871,D,@,100,4.92
ACW,20140304,12:38:40.873,D,@,100,4.92
ACW,20140304,12:38:40.877,D,@,100,4.92
ACW,20140304,12:39:12.513,J,@,100,4.91
ACW,20140304,12:39:12.534,K,F,100,4.91
ACW,20140304,12:39:12.534,T,F,100,4.91
ACW,20140304,12:39:12.534,N,F,200,4.91
ACW,20140304,12:39:25.953,D,@,100,4.91
ACW,20140304,12:40:15.254,D,@,100,4.9
ACW,20140304,12:40:15.270,J,@,100,4.9
ACW,20140304,12:40:15.291,P,F,100,4.9
ACW,20140304,12:40:15.291,Z,F,600,4.9
ACW,20140304,12:40:15.291,P,F,100,4.9
ACW,20140304,12:40:15.291,T,F,100,4.9
ACW,20140304,12:40:15.291,K,F,100,4.9
ACW,20140304,12:40:15.292,N,F,300,4.9
ACW,20140304,12:42:44.812,D,@,100,4.9
ACW,20140304,12:42:44.812,D,@,100,4.9
ACW,20140304,12:43:22.318,J,@,100,4.89
ACW,20140304,12:43:22.318,J,@,100,4.89
ACW,20140304,12:43:22.343,Z,F I,30,4.89
ACW,20140304,12:43:22.343,X,F,100,4.89
ACW,20140304,12:43:22.343,K,F,100,4.89
ACW,20140304,12:43:22.343,T,F,100,4.89
ACW,20140304,12:43:22.343,T,F,100,4.89
ACW,20140304,12:43:22.343,T,F,200,4.89
ACW,20140304,12:43:22.343,N,F,422,4.89
ACW,20140304,12:45:33.886,D,I,15,4.8899
ACW,20140304,12:46:03.653,D,@,100,4.89
ACW,20140304,12:46:37.220,J,@,100,4.89
ACW,20140304,12:46:37.220,T,@,100,4.89
ACW,20140304,12:46:37.220,N,@,100,4.89
ACW,20140304,12:46:37.695,J,@,100,4.89
ACW,20140304,12:46:37.695,J,@,100,4.89
ACW,20140304,12:47:47.297,D,@,200,4.88
ACW,20140304,12:47:47.387,J,@,100,4.88
ACW,20140304,12:47:47.409,Z,F,100,4.88
ACW,20140304,12:47:47.409,X,F,100,4.88
ACW,20140304,12:47:47.409,K,F,100,4.88
ACW,20140304,12:47:47.409,T,F,200,4.88
ACW,20140304,12:47:47.409,T,F,112,4.88
ACW,20140304,12:47:47.409,T,F,100,4.88
ACW,20140304,12:47:47.409,T,F,100,4.88
ACW,20140304,12:47:47.409,T,F,100,4.88
ACW,20140304,12:47:47.409,N,F,310,4.88
ACW,20140304,12:49:23.900,J,F,100,4.88
ACW,20140304,12:49:23.901,N,F,300,4.88
ACW,20140304,12:49:23.903,J,F,100,4.88
ACW,20140304,12:49:23.903,T,F,100,4.88
ACW,20140304,12:49:27.790,D,@,100,4.88
ACW,20140304,12:50:46.196,J,@,100,4.87
ACW,20140304,12:50:46.227,D,F,100,4.87
ACW,20140304,12:50:46.229,P,F,100,4.87
ACW,20140304,12:50:46.229,Z,F I,22,4.87
ACW,20140304,12:50:46.229,Z,F I,3,4.87
ACW,20140304,12:50:46.229,Z,F I,26,4.87
ACW,20140304,12:50:46.229,X,F,100,4.87
ACW,20140304,12:50:46.229,T,F,100,4.87
ACW,20140304,12:50:46.229,K,F,200,4.87
ACW,20140304,12:50:46.230,N,F,400,4.87
ACW,20140304,12:51:13.112,T,F,100,4.87
ACW,20140304,12:51:13.112,B,@,100,4.87
ACW,20140304,12:51:13.113,N,F,100,4.87
ACW,20140304,12:51:13.114,N,F,100,4.87
ACW,20140304,12:51:13.116,D,@,100,4.87
ACW,20140304,12:51:14.110,T,F,100,4.87
ACW,20140304,12:51:14.110,T,F,100,4.87
ACW,20140304,12:51:19.959,N,@,200,4.875
ACW,20140304,12:51:19.959,N,@,100,4.88
ACW,20140304,12:51:19.960,N,@,100,4.88
ACW,20140304,12:51:19.961,N,@,100,4.88
ACW,20140304,12:51:19.961,D,@,200,4.87
ACW,20140304,12:51:19.972,D,@,100,4.87
ACW,20140304,12:51:55.568,D,@,100,4.87
ACW,20140304,12:52:53.064,D,@,100,4.88
ACW,20140304,12:52:53.440,D,@,200,4.875
ACW,20140304,12:53:34.864,D,@,3000,4.87
ACW,20140304,12:53:34.868,D,@,2000,4.8701
ACW,20140304,12:53:40.000,D,F,100,4.87
ACW,20140304,12:53:40.004,Z,F,100,4.87
ACW,20140304,12:53:40.004,K,F,400,4.87
ACW,20140304,12:53:40.004,B,F,100,4.87
ACW,20140304,12:53:40.004,X,F,100,4.87
ACW,20140304,12:53:40.005,N,F,200,4.87
ACW,20140304,12:53:40.006,T,F,100,4.87
ACW,20140304,12:53:58.179,D,@,100,4.87
ACW,20140304,12:54:55.822,P,F,100,4.87
ACW,20140304,12:54:55.822,T,F,100,4.87
ACW,20140304,12:54:55.822,K,F,100,4.87
ACW,20140304,12:56:19.202,D,@,100,4.87
ACW,20140304,12:56:49.489,N,F,100,4.87
ACW,20140304,12:57:14.254,T,F,100,4.87
ACW,20140304,12:57:14.258,D,@,100,4.87
ACW,20140304,12:57:14.261,D,@,100,4.87
ACW,20140304,12:57:14.306,D,@,100,4.87
ACW,20140304,12:57:15.281,N,@,100,4.87
ACW,20140304,12:57:24.706,N,@,100,4.87
ACW,20140304,12:58:09.572,D,@,400,4.88
ACW,20140304,12:58:22.201,Z,@,100,4.87
ACW,20140304,12:58:22.201,K,@,100,4.87
ACW,20140304,12:58:22.201,P,@,100,4.87
ACW,20140304,12:58:22.205,D,@,100,4.87
ACW,20140304,12:58:22.206,D,@,100,4.87
ACW,20140304,12:58:22.206,K,@,100,4.87
ACW,20140304,12:58:22.208,Z,@,100,4.87
ACW,20140304,12:58:22.208,P,@,100,4.87
ACW,20140304,12:58:22.214,D,@,100,4.87
ACW,20140304,12:58:22.215,D,@,200,4.87
ACW,20140304,12:58:22.227,D,@,1800,4.8799
ACW,20140304,12:58:22.236,D,@,100,4.87
ACW,20140304,12:58:45.778,N,@,100,4.87
ACW,20140304,12:58:49.723,D,@,200,4.861
ACW,20140304,12:58:50.167,D,@,200,4.87
ACW,20140304,12:58:58.740,P,@,100,4.87
ACW,20140304,12:59:25.034,D,@,100,4.875
ACW,20140304,12:59:33.040,D,@,100,4.87
ACW,20140304,12:59:33.040,D,@,200,4.87
ACW,20140304,12:59:39.154,D,@,100,4.875
ACW,20140304,12:59:43.102,D,@,100,4.875
ACW,20140304,12:59:45.252,D,@,200,4.87
ACW,20140304,12:59:45.381,D,@,100,4.87
ACW,20140304,12:59:47.427,D,@,100,4.87
ACW,20140304,12:59:51.770,N,@,300,4.875
ACW,20140304,13:00:52.907,J,@,100,4.87
ACW,20140304,13:00:52.930,P,F,300,4.87
ACW,20140304,13:00:52.930,Z,F,100,4.87
ACW,20140304,13:00:52.930,P,F,100,4.87
ACW,20140304,13:00:52.930,P,F,100,4.87
ACW,20140304,13:00:52.931,B,F,100,4.87
ACW,20140304,13:00:52.931,T,F,100,4.87
ACW,20140304,13:00:52.931,X,F,100,4.87
ACW,20140304,13:00:52.931,T,F,100,4.87
ACW,20140304,13:00:52.931,T,F,100,4.87
ACW,20140304,13:00:52.931,T,F,100,4.87
ACW,20140304,13:00:52.931,N,F,300,4.87
ACW,20140304,13:01:17.563,D,@,500,4.861
ACW,20140304,13:01:17.564,N,F,253,4.86
ACW,20140304,13:01:17.591,T,F,200,4.86
ACW,20140304,13:01:17.591,T,F I,3,4.86
ACW,20140304,13:01:17.591,Z,I,8,4.86
ACW,20140304,13:01:17.619,N,F I,44,4.85
ACW,20140304,13:01:17.663,B,@,100,4.85
ACW,20140304,13:01:18.226,T,@,100,4.85
ACW,20140304,13:01:18.226,T,F,100,4.85
ACW,20140304,13:01:18.372,D,I,30,4.864
ACW,20140304,13:01:18.413,D,I,11,4.864
ACW,20140304,13:01:18.710,D,I,19,4.864
ACW,20140304,13:01:19.703,D,@,100,4.864
ACW,20140304,13:01:19.703,D,I,3,4.864
ACW,20140304,13:01:19.744,D,@,200,4.864
ACW,20140304,13:01:19.843,D,I,93,4.864
ACW,20140304,13:01:25.807,J,@,100,4.85
ACW,20140304,13:01:25.807,N,@,100,4.85
ACW,20140304,13:01:29.194,T,F,100,4.85
ACW,20140304,13:02:44.237,N,@,100,4.85
ACW,20140304,13:03:46.195,J,F,100,4.86
ACW,20140304,13:03:46.200,J,F,104,4.86
ACW,20140304,13:04:01.734,N,@,100,4.86
ACW,20140304,13:04:02.267,N,F,100,4.86
ACW,20140304,13:04:08.205,N,@,100,4.85
ACW,20140304,13:06:13.832,N,@,100,4.87
ACW,20140304,13:06:13.832,B,F,100,4.87
ACW,20140304,13:06:13.835,T,F,100,4.87
ACW,20140304,13:06:13.835,B,@,100,4.87
ACW,20140304,13:06:13.835,N,F,100,4.87
ACW,20140304,13:06:13.841,N,@,100,4.87
ACW,20140304,13:06:13.855,D,@,100,4.87
ACW,20140304,13:06:16.126,D,@,100,4.87
ACW,20140304,13:06:37.562,N,@,100,4.88
ACW,20140304,13:06:38.453,N,@,100,4.88
ACW,20140304,13:06:40.511,D,@,200,4.87
ACW,20140304,13:06:40.575,D,@,100,4.87
ACW,20140304,13:06:40.733,D,@,100,4.873
ACW,20140304,13:07:36.214,D,@,200,4.872
ACW,20140304,13:07:36.243,D,F,100,4.87
ACW,20140304,13:07:36.250,T,F,100,4.87
ACW,20140304,13:07:36.250,X,F,100,4.87
ACW,20140304,13:07:36.250,N,F,800,4.87
ACW,20140304,13:07:36.250,T,F I,34,4.87
ACW,20140304,13:08:53.811,J,F,100,4.87
ACW,20140304,13:13:06.167,T,F,100,4.87
ACW,20140304,13:13:29.353,N,@,100,4.87
ACW,20140304,13:13:57.383,K,F,100,4.87
ACW,20140304,13:14:04.153,N,@,100,4.87
ACW,20140304,13:14:04.153,K,@,200,4.87
ACW,20140304,13:14:04.154,K,F,300,4.87
ACW,20140304,13:14:04.158,D,@,100,4.87
ACW,20140304,13:14:15.190,D,@,100,4.87
ACW,20140304,13:14:15.258,D,@,200,4.87
ACW,20140304,13:14:15.797,D,@,100,4.8715
ACW,20140304,13:14:16.213,J,@,100,4.87
ACW,20140304,13:14:16.228,D,F,100,4.87
ACW,20140304,13:14:16.234,D,I,6,4.87
ACW,20140304,13:14:16.234,D,I,94,4.87
ACW,20140304,13:14:16.235,B,F,100,4.87
ACW,20140304,13:14:16.235,X,F,100,4.87
ACW,20140304,13:14:16.235,T,F,100,4.87
ACW,20140304,13:14:16.235,K,F,100,4.87
ACW,20140304,13:14:16.235,T,F I,41,4.87
ACW,20140304,13:14:16.236,T,F,159,4.87
ACW,20140304,13:14:16.236,N,F,100,4.87
ACW,20140304,13:14:16.236,T,F,141,4.87
ACW,20140304,13:14:16.236,P,F,100,4.87
ACW,20140304,13:14:16.237,N,F,100,4.87
ACW,20140304,13:14:16.322,T,F,659,4.87
ACW,20140304,13:14:16.324,N,@,100,4.87
ACW,20140304,13:14:34.044,D,@,208,4.8699
ACW,20140304,13:16:26.363,K,@,100,4.86
ACW,20140304,13:16:26.364,N,@,200,4.86
ACW,20140304,13:16:26.364,X,@,100,4.86
ACW,20140304,13:16:26.364,T,F,100,4.86
ACW,20140304,13:16:26.364,T,F I,5,4.86
ACW,20140304,13:16:26.364,T,F I,95,4.86
ACW,20140304,13:16:26.365,P,@,100,4.86
ACW,20140304,13:16:26.366,T,F I,5,4.86
ACW,20140304,13:16:26.366,N,I,97,4.86
ACW,20140304,13:16:27.085,J,F,100,4.86
ACW,20140304,13:16:37.994,Z,F,100,4.86
ACW,20140304,13:17:57.466,N,@,100,4.86
ACW,20140304,13:19:05.269,Z,@,100,4.85
ACW,20140304,13:20:11.086,J,@,100,4.85
ACW,20140304,13:20:11.107,Z,F,100,4.85
ACW,20140304,13:20:11.107,P,F I,12,4.85
ACW,20140304,13:20:11.107,P,F,100,4.85
ACW,20140304,13:20:11.107,K,F,100,4.85
ACW,20140304,13:20:11.107,P,F,100,4.85
ACW,20140304,13:20:11.107,T,F I,29,4.85
ACW,20140304,13:20:11.107,T,F,100,4.85
ACW,20140304,13:20:11.107,T,F,100,4.85
ACW,20140304,13:20:11.107,T,F,100,4.85
ACW,20140304,13:20:11.107,K,F I,5,4.85
ACW,20140304,13:20:11.107,K,F,100,4.85
ACW,20140304,13:20:11.107,K,F I,3,4.85
ACW,20140304,13:20:11.108,N,F,111,4.85
ACW,20140304,13:20:11.108,N,I,29,4.85
ACW,20140304,13:20:14.859,P,F I,95,4.85
ACW,20140304,13:20:14.859,T,F,100,4.85
ACW,20140304,13:20:14.860,N,F,100,4.85
ACW,20140304,13:20:16.049,T,F I,81,4.85
ACW,20140304,13:20:48.057,K,@,100,4.85
ACW,20140304,13:20:48.057,T,@,100,4.85
ACW,20140304,13:22:18.641,N,F,100,4.85
ACW,20140304,13:22:54.945,D,@,100,4.8491
ACW,20140304,13:25:02.840,D,@,100,4.85
ACW,20140304,13:25:27.456,Z,@,300,4.85
ACW,20140304,13:25:27.456,T,@,100,4.85
ACW,20140304,13:25:27.457,P,@,100,4.85
ACW,20140304,13:25:27.457,T,@,100,4.85
ACW,20140304,13:25:27.457,N,@,300,4.85
ACW,20140304,13:25:27.457,K,@,100,4.85
ACW,20140304,13:25:27.457,J,@,100,4.85
ACW,20140304,13:25:27.457,K,@,100,4.85
ACW,20140304,13:25:27.457,K,@,100,4.85
ACW,20140304,13:25:27.538,D,@,100,4.84
ACW,20140304,13:25:28.585,T,I,11,4.84
ACW,20140304,13:25:28.585,T,@,100,4.84
ACW,20140304,13:25:28.585,T,I,85,4.84
ACW,20140304,13:25:28.585,T,I,4,4.84
ACW,20140304,13:25:28.585,N,@,200,4.84
ACW,20140304,13:25:28.585,P,@,100,4.84
ACW,20140304,13:25:28.601,Z,I,32,4.84
ACW,20140304,13:25:28.601,T,I,3,4.84
ACW,20140304,13:25:28.601,Z,I,16,4.84
ACW,20140304,13:25:39.397,N,@,100,4.82
ACW,20140304,13:25:51.397,Y,@,500,4.8
ACW,20140304,13:25:51.398,N,@,300,4.8
ACW,20140304,13:25:51.400,N,@,200,4.81
ACW,20140304,13:25:51.400,T,F,100,4.81
ACW,20140304,13:25:51.400,T,F I,38,4.81
ACW,20140304,13:25:51.400,T,F I,62,4.81
ACW,20140304,13:25:51.400,J,F,100,4.81
ACW,20140304,13:25:51.443,N,F,100,4.82
ACW,20140304,13:25:51.447,D,@,100,4.81
ACW,20140304,13:25:51.737,Z,@,300,4.81
ACW,20140304,13:25:51.738,N,@,200,4.81
ACW,20140304,13:25:51.739,P,@,200,4.81
ACW,20140304,13:25:52.476,D,@,200,4.8115
ACW,20140304,13:25:53.842,D,@,200,4.8002
ACW,20140304,13:25:53.842,D,@,600,4.8004
ACW,20140304,13:26:26.093,P,@,100,4.81
ACW,20140304,13:26:26.093,N,@,200,4.81
ACW,20140304,13:26:28.073,J,@,100,4.82
ACW,20140304,13:26:32.653,N,F,100,4.82
ACW,20140304,13:27:47.654,N,F,100,4.83
ACW,20140304,13:27:47.730,T,I,38,4.83
ACW,20140304,13:29:28.024,J,@,100,4.85
ACW,20140304,13:29:45.225,N,@,100,4.85
ACW,20140304,13:30:15.532,T,F,100,4.85
ACW,20140304,13:30:15.533,N,@,100,4.85
ACW,20140304,13:30:15.534,T,F,100,4.86
ACW,20140304,13:30:15.534,Z,F,200,4.86
ACW,20140304,13:30:15.553,D,@,450,4.855
ACW,20140304,13:30:28.511,P,@,100,4.85
ACW,20140304,13:30:28.511,T,@,100,4.85
ACW,20140304,13:30:28.511,T,@,400,4.85
ACW,20140304,13:30:28.512,N,@,100,4.85
ACW,20140304,13:30:28.517,D,@,100,4.85
ACW,20140304,13:32:12.015,D,@,100,4.8489
ACW,20140304,13:32:12.431,D,@,200,4.8568
ACW,20140304,13:36:04.351,D,@,200,4.859
ACW,20140304,13:39:49.412,D,@,100,4.86
ACW,20140304,13:39:49.445,D,@,100,4.86
ACW,20140304,13:39:49.446,D,@,100,4.86
ACW,20140304,13:40:29.828,Z,F,100,4.86
ACW,20140304,13:40:34.505,Z,F,100,4.86
ACW,20140304,13:41:17.067,Z,F,700,4.86
ACW,20140304,13:41:17.068,Z,F I,3,4.86
ACW,20140304,13:41:17.070,N,F,100,4.87
ACW,20140304,13:41:17.086,T,F,100,4.88
ACW,20140304,13:41:17.087,K,F,197,4.88
ACW,20140304,13:41:17.107,D,@,1400,4.876
ACW,20140304,13:41:27.328,D,@,100,4.88
ACW,20140304,13:41:27.705,Z,@,200,4.87
ACW,20140304,13:41:49.366,D,@,250,4.8798
ACW,20140304,13:42:02.330,Y,@,100,4.87
ACW,20140304,13:42:04.730,T,F,100,4.88
ACW,20140304,13:43:16.638,N,@,100,4.88
ACW,20140304,13:43:34.915,N,F,100,4.88
ACW,20140304,13:43:37.006,K,@,200,4.88
ACW,20140304,13:43:37.016,K,F I,39,4.88
ACW,20140304,13:44:50.085,K,F,1200,4.88
ACW,20140304,13:45:05.129,K,F,100,4.88
ACW,20140304,13:46:16.958,K,F,100,4.88
ACW,20140304,13:46:37.107,K,@,100,4.88
ACW,20140304,13:46:50.378,K,F,100,4.88
ACW,20140304,13:48:06.751,K,@,100,4.88
ACW,20140304,13:48:24.701,K,F,864,4.88
ACW,20140304,13:48:24.979,D,@,864,4.879
ACW,20140304,13:48:35.620,N,@,200,4.92
ACW,20140304,13:48:35.622,N,@,100,4.93
ACW,20140304,13:48:35.623,K,F,400,4.92
ACW,20140304,13:48:35.623,K,F,200,4.92
ACW,20140304,13:48:35.624,B,F,100,4.91
ACW,20140304,13:48:35.624,B,F,100,4.91
ACW,20140304,13:48:35.625,N,F,100,4.91
ACW,20140304,13:48:35.626,P,F,100,4.91
ACW,20140304,13:48:35.628,T,F,100,4.91
ACW,20140304,13:48:35.629,P,F,100,4.91
ACW,20140304,13:48:35.631,N,F,100,4.91
ACW,20140304,13:48:35.642,N,F,100,4.91
ACW,20140304,13:48:51.924,N,F,100,4.92
ACW,20140304,13:49:08.508,T,F,100,4.91
ACW,20140304,13:51:41.286,N,F,100,4.93
ACW,20140304,13:51:47.879,N,@,100,4.94
ACW,20140304,13:52:05.928,N,F,100,4.94
ACW,20140304,13:53:07.938,D,@,300,4.93
ACW,20140304,13:53:08.050,Z,F,100,4.93
ACW,20140304,13:53:08.050,J,F,100,4.93
ACW,20140304,13:53:08.051,N,F,100,4.93
ACW,20140304,13:53:08.051,T,F,100,4.93
ACW,20140304,13:53:08.051,T,F,300,4.93
ACW,20140304,13:53:08.051,X,@,100,4.93
ACW,20140304,13:53:08.051,T,F,100,4.93
ACW,20140304,13:53:08.060,N,F,140,4.92
ACW,20140304,13:53:08.061,T,F,100,4.92
ACW,20140304,13:53:08.061,P,I,64,4.92
ACW,20140304,13:53:08.061,T,F,100,4.92
ACW,20140304,13:53:08.218,P,@,100,4.91
ACW,20140304,13:53:52.662,N,F,100,4.91
ACW,20140304,13:54:33.475,Y,F,100,4.9
ACW,20140304,13:54:33.476,B,F,100,4.9
ACW,20140304,13:54:33.487,D,@,100,4.9004
ACW,20140304,13:54:33.583,N,I,60,4.9
ACW,20140304,13:54:33.613,P,F,100,4.9
ACW,20140304,13:54:33.613,N,F,140,4.9
ACW,20140304,13:54:33.613,K,F,100,4.9
ACW,20140304,13:54:33.618,P,F,100,4.89
ACW,20140304,13:54:33.619,Z,F,100,4.89
ACW,20140304,13:54:33.619,T,F I,54,4.89
ACW,20140304,13:54:33.619,T,F,100,4.89
ACW,20140304,13:54:33.620,P,F,100,4.89
ACW,20140304,13:54:46.795,N,F,100,4.89
ACW,20140304,13:54:46.803,N,F,200,4.89
ACW,20140304,13:54:46.803,T,F,100,4.89
ACW,20140304,13:55:06.854,N,@,100,4.89
ACW,20140304,13:55:06.862,T,F,100,4.89
ACW,20140304,13:56:02.201,N,I,6,4.88
ACW,20140304,13:56:02.207,D,@,200,4.88
ACW,20140304,13:56:02.214,D,@,500,4.88
ACW,20140304,13:56:02.254,D,@,100,4.88
ACW,20140304,13:56:02.418,N,F,1300,4.88
ACW,20140304,13:58:22.053,P,@,100,4.9
ACW,20140304,13:59:01.919,J,F,100,4.89
ACW,20140304,13:59:36.989,D,@,100,4.9
ACW,20140304,13:59:43.724,N,I,8,4.9
ACW,20140304,13:59:43.734,D,@,100,4.9
ACW,20140304,14:01:02.007,K,F,400,4.9
ACW,20140304,14:01:02.008,N,F,100,4.9
ACW,20140304,14:01:02.017,K,F,100,4.9
ACW,20140304,14:01:02.060,K,@,100,4.9
ACW,20140304,14:01:02.060,K,@,200,4.9
ACW,20140304,14:03:49.549,T,F,100,4.91
ACW,20140304,14:03:49.699,N,F,100,4.92
ACW,20140304,14:03:49.700,T,@,100,4.92
ACW,20140304,14:04:03.615,P,@,100,4.92
ACW,20140304,14:04:03.616,P,F,100,4.92
ACW,20140304,14:05:23.141,Y,F,100,4.94
ACW,20140304,14:06:12.467,K,F,100,4.94
ACW,20140304,14:06:12.468,N,F,200,4.94
ACW,20140304,14:06:13.808,Z,@,100,4.94
ACW,20140304,14:06:23.270,N,F,100,4.95
ACW,20140304,14:06:49.921,D,@,800,4.93
ACW,20140304,14:06:49.931,D,@,100,4.93
ACW,20140304,14:06:50.044,D,@,100,4.93
ACW,20140304,14:07:14.977,D,I,35,4.95
ACW,20140304,14:07:38.442,K,F,100,4.95
ACW,20140304,14:07:38.465,D,@,100,4.93
ACW,20140304,14:08:01.813,Z,@,100,4.96
ACW,20140304,14:08:01.829,T,@,100,4.95
ACW,20140304,14:08:01.829,T,@,100,4.95
ACW,20140304,14:10:13.607,N,@,100,4.95
ACW,20140304,14:10:13.607,P,F,200,4.95
ACW,20140304,14:10:13.607,P,F,100,4.95
ACW,20140304,14:10:13.607,T,F,100,4.95
ACW,20140304,14:10:13.608,T,F I,28,4.95
ACW,20140304,14:10:13.609,N,F,500,4.95
ACW,20140304,14:10:13.624,P,I,48,4.94
ACW,20140304,14:10:13.624,T,@,100,4.94
ACW,20140304,14:10:13.624,P,I,52,4.94
ACW,20140304,14:10:13.624,N,I,56,4.94
ACW,20140304,14:10:13.626,P,I,48,4.94
ACW,20140304,14:10:14.637,Z,@,100,4.93
ACW,20140304,14:10:14.640,Z,F I,52,4.93
ACW,20140304,14:10:14.728,N,@,100,4.93
ACW,20140304,14:11:09.509,P,F,100,4.94
ACW,20140304,14:11:09.509,P,F,100,4.94
ACW,20140304,14:11:09.509,P,F,100,4.94
ACW,20140304,14:11:09.509,T,F,100,4.94
ACW,20140304,14:11:09.510,N,F,100,4.94
ACW,20140304,14:11:09.510,B,@,100,4.94
ACW,20140304,14:11:09.511,P,F,100,4.94
ACW,20140304,14:11:09.511,P,F,100,4.94
ACW,20140304,14:11:09.511,Y,@,100,4.94
ACW,20140304,14:11:09.511,K,F,100,4.94
ACW,20140304,14:11:09.527,K,@,100,4.94
ACW,20140304,14:11:09.533,T,@,100,4.93
ACW,20140304,14:12:19.037,Z,F,100,4.93
ACW,20140304,14:12:19.037,T,F,100,4.93
ACW,20140304,14:12:21.224,T,F I,51,4.92
ACW,20140304,14:12:21.224,N,F,100,4.92
ACW,20140304,14:12:26.058,D,I,11,4.91
ACW,20140304,14:13:34.570,D,4 I,1,4.91
ACW,20140304,14:13:34.933,T,F,100,4.91
ACW,20140304,14:13:34.933,T,F,300,4.91
ACW,20140304,14:13:34.933,K,@,100,4.91
ACW,20140304,14:13:34.935,K,F,100,4.91
ACW,20140304,14:13:34.935,Z,F,100,4.91
ACW,20140304,14:13:39.500,T,F,100,4.91
ACW,20140304,14:13:39.501,N,F,400,4.91
ACW,20140304,14:13:45.361,P,F,100,4.91
ACW,20140304,14:13:45.361,P,F,100,4.91
ACW,20140304,14:13:45.361,T,F,100,4.91
ACW,20140304,14:13:45.370,D,@,100,4.91
ACW,20140304,14:13:45.374,T,@,100,4.91
ACW,20140304,14:13:45.374,T,@,100,4.91
ACW,20140304,14:15:25.098,D,@,100,4.91
ACW,20140304,14:15:39.907,K,@,2200,4.9
ACW,20140304,14:15:39.921,T,I,18,4.9
ACW,20140304,14:15:39.921,Z,I,8,4.9
ACW,20140304,14:15:39.921,T,I,11,4.9
ACW,20140304,14:15:39.922,Z,I,12,4.9
ACW,20140304,14:15:39.922,Z,I,15,4.9
ACW,20140304,14:15:39.932,K,@,100,4.9
ACW,20140304,14:15:39.948,D,@,100,4.9
ACW,20140304,14:15:39.983,T,F,100,4.9
ACW,20140304,14:15:39.983,T,F,100,4.9
ACW,20140304,14:15:39.983,T,F,100,4.9
ACW,20140304,14:15:39.983,P,F,200,4.9
ACW,20140304,14:15:39.983,Z,F,100,4.9
ACW,20140304,14:15:56.652,P,@,100,4.91
ACW,20140304,14:15:56.652,P,@,100,4.91
ACW,20140304,14:15:56.652,P,@,100,4.91
ACW,20140304,14:15:56.658,K,@,1200,4.9
ACW,20140304,14:15:56.658,K,@,100,4.9
ACW,20140304,14:16:26.729,T,F,100,4.9
ACW,20140304,14:16:26.729,T,F,200,4.9
ACW,20140304,14:16:26.730,T,F,200,4.9
ACW,20140304,14:16:26.734,N,F,100,4.9
ACW,20140304,14:16:27.358,T,F,100,4.9
ACW,20140304,14:16:27.358,N,F,100,4.9
ACW,20140304,14:16:41.129,N,F,100,4.9
ACW,20140304,14:19:15.858,D,@,125,4.89
ACW,20140304,14:20:17.185,T,F,100,4.9
ACW,20140304,14:23:17.099,T,@,100,4.9
ACW,20140304,14:23:17.759,T,@,100,4.9
ACW,20140304,14:24:13.216,B,@,100,4.89
ACW,20140304,14:24:13.271,T,I,93,4.9
ACW,20140304,14:24:25.651,T,F,100,4.9
ACW,20140304,14:25:14.454,T,@,200,4.89
ACW,20140304,14:25:14.454,Z,F,100,4.89
ACW,20140304,14:25:14.455,K,F,100,4.89
ACW,20140304,14:25:14.455,K,F,100,4.89
ACW,20140304,14:25:14.455,N,F,300,4.89
ACW,20140304,14:25:14.569,T,F,100,4.89
ACW,20140304,14:25:14.572,T,F,100,4.89
ACW,20140304,14:25:14.572,P,@,100,4.89
ACW,20140304,14:25:14.572,T,F,100,4.89
ACW,20140304,14:25:30.455,T,@,100,4.89
ACW,20140304,14:25:30.455,P,F,100,4.89
ACW,20140304,14:25:30.455,P,F,100,4.89
ACW,20140304,14:25:30.455,P,F,100,4.89
ACW,20140304,14:25:30.455,P,F,100,4.89
ACW,20140304,14:25:30.458,D,@,100,4.885
ACW,20140304,14:25:30.459,D,@,100,4.885
ACW,20140304,14:25:30.464,D,@,100,4.885
ACW,20140304,14:25:30.486,N,@,2473,4.88
ACW,20140304,14:25:30.487,N,@,1569,4.88
ACW,20140304,14:25:30.488,T,F I,31,4.88
ACW,20140304,14:25:30.743,D,@,100,4.885
ACW,20140304,14:25:32.674,D,@,100,4.885
ACW,20140304,14:26:54.658,T,F,100,4.89
ACW,20140304,14:26:54.659,N,F,100,4.89
